term_str,n,n_chars,p,i,n_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,p2,h,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
heft,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,heft,heft,heft,0.00013710368466152527,6.535307246931857e-05,0,1,0,1,0,0,1,0,0,0,1
radiant,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,radiant,radiant,rady,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
pry,4,3,3.6151590850755387e-06,18.07750943495562,1,NN,0,pri,pri,pry,0.00013710368466152527,6.535307246931857e-05,1,1,0,0,0,1,0,0,0,1,-1
relevant,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,relev,relev,relev,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
occupant,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,occup,occup,occup,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
banquet,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,banquet,banquet,banquet,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,0,0,1
betrayal,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,betray,betray,betray,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,1,0,0,-1
flop,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,flop,flop,flop,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,1,0,0,-1
retribution,4,11,3.6151590850755387e-06,18.07750943495562,1,NN,0,retribut,retribut,retribut,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,1,0,0,-1
boast,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,boast,boast,boast,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,1,0,0,0,0
yearning,4,8,3.6151590850755387e-06,18.07750943495562,1,VBG,0,yearn,yearn,yearn,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,1,1,0,0,1,0
thrilling,4,9,3.6151590850755387e-06,18.07750943495562,1,VBG,0,thrill,thrill,thrilling,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,1,0,1
debt,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,debt,debt,debt,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
straightforward,4,15,3.6151590850755387e-06,18.07750943495562,1,NN,0,straightforward,straightforward,straightforward,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
insignificant,4,13,3.6151590850755387e-06,18.07750943495562,1,NN,0,insignific,insignific,insign,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,1,0,0,-1
football,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,footbal,footbal,footbal,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,0,0,1
sabotage,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,sabotag,sabotag,sabot,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,1,1,0,-1
astonishingly,4,13,3.6151590850755387e-06,18.07750943495562,1,RB,0,astonishingli,astonish,aston,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,1,0,1
welcomed,4,8,3.6151590850755387e-06,18.07750943495562,1,VBD,0,welcom,welcom,welcom,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
disobey,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,disobey,disobey,disobey,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,0,0,0,-1
unsettled,4,9,3.6151590850755387e-06,18.07750943495562,1,JJ,0,unsettl,unsettl,unsettl,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,0,0,0,-1
clumsy,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,clumsi,clumsi,clumsy,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
madman,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,madman,madman,madm,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,0,0,-1
casket,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,casket,casket,casket,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
obliterated,4,11,3.6151590850755387e-06,18.07750943495562,1,VBN,0,obliter,obliter,oblit,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,0,0,-1
bait,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,bait,bait,bait,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,0,0,1,-1
manure,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,manur,manur,man,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
explosive,4,9,3.6151590850755387e-06,18.07750943495562,1,JJ,0,explos,explos,explod,0.00013710368466152527,6.535307246931857e-05,1,1,0,1,0,1,0,0,1,0,-1
salute,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,salut,salut,salut,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
helpful,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,help,help,help,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,1,1
thirst,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,thirst,thirst,thirst,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,0,0,0,1,1,0,0
untie,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,unti,unti,unty,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,1,1,0,0,0,0
lethal,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,lethal,lethal,leth,0.00013710368466152527,6.535307246931857e-05,0,0,1,1,0,1,0,1,0,0,-1
gush,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,gush,gush,gush,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,1,1,0,0,0,0,-1
spasm,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,spasm,spasm,spasm,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,0,0,0,-1
unsuccessful,4,12,3.6151590850755387e-06,18.07750943495562,1,JJ,0,unsuccess,unsuccess,unsuccess,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
complaint,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,complaint,complaint,complaint,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,0,0,0,-1
ordeal,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,ordeal,ordeal,ord,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,0,1,0,-1
unpopular,4,9,3.6151590850755387e-06,18.07750943495562,1,JJ,0,unpopular,unpopular,unpopul,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,1,0,0,-1
teens,4,5,3.6151590850755387e-06,18.07750943495562,1,NNS,0,teen,teen,teen,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,1,0,0,0,0
burial,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,burial,burial,bur,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,1,0,0,-1
emaciated,4,9,3.6151590850755387e-06,18.07750943495562,1,VBN,0,emaci,emaci,em,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
isolated,4,8,3.6151590850755387e-06,18.07750943495562,1,JJ,0,isol,isol,isol,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
lurid,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,lurid,lurid,lurid,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
contaminated,4,12,3.6151590850755387e-06,18.07750943495562,1,VBN,0,contamin,contamin,contamin,0.00013710368466152527,6.535307246931857e-05,0,0,1,1,0,1,0,1,0,0,-1
misfortune,4,10,3.6151590850755387e-06,18.07750943495562,1,NN,0,misfortun,misfortun,misfortun,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
despise,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,despis,despis,desp,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,0,0,0,-1
punishing,4,9,3.6151590850755387e-06,18.07750943495562,1,VBG,0,punish,punish,pun,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,1,0,0,-1
dire,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,dire,dire,dir,0.00013710368466152527,6.535307246931857e-05,0,0,1,1,0,1,0,1,1,0,-1
selfish,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,selfish,selfish,self,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,0,0,0,-1
margin,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,margin,margin,margin,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
secluded,4,8,3.6151590850755387e-06,18.07750943495562,1,VBD,0,seclud,seclud,seclud,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
reverence,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,rever,rever,rev,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,1,1
vermin,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,vermin,vermin,vermin,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,0,0,0,-1
enmity,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,enmiti,enmiti,enm,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,1,0,0,-1
distraught,4,10,3.6151590850755387e-06,18.07750943495562,1,NN,0,distraught,distraught,distraught,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
eagerness,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,eager,eager,eag,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,0,1,1
tarnish,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,tarnish,tarnish,tarn,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,1,0,0,-1
stink,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,stink,stink,stink,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
decay,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,decay,decay,decay,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
gambling,4,8,3.6151590850755387e-06,18.07750943495562,1,VBG,0,gambl,gambl,gambl,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,0,1,0,0,1,0,-1
numbness,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,numb,numb,numb,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
volunteer,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,volunt,volunt,volunt,0.00013710368466152527,6.535307246931857e-05,0,1,0,1,1,0,1,0,0,1,1
unfriendly,4,10,3.6151590850755387e-06,18.07750943495562,1,RB,0,unfriendli,unfriend,unfriend,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,1,0,0,-1
disappointing,4,13,3.6151590850755387e-06,18.07750943495562,1,VBG,0,disappoint,disappoint,disappoint,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
discipline,4,10,3.6151590850755387e-06,18.07750943495562,1,NN,0,disciplin,disciplin,disciplin,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,0,0,0,-1
expertise,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,expertis,expertis,expert,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
slap,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,slap,slap,slap,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,0,1,0,-1
disruption,4,10,3.6151590850755387e-06,18.07750943495562,1,NN,0,disrupt,disrupt,disrupt,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,1,0,-1
insanity,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,insan,insan,ins,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,1,0,0,-1
disagreement,4,12,3.6151590850755387e-06,18.07750943495562,1,NN,0,disagr,disagr,disagr,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,1,0,0,-1
glitter,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,glitter,glitter,glit,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,1,0,0,0,0,0,0
vindictive,4,10,3.6151590850755387e-06,18.07750943495562,1,NN,0,vindict,vindict,vindict,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,0,0,0,-1
criticism,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,critic,critic,crit,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,1,0,0,-1
routine,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,routin,routin,routin,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
tumult,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,tumult,tumult,tumult,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,1,0,-1
thwart,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,thwart,thwart,thwart,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,0,1,0,-1
helpless,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,helpless,helpless,helpless,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,1,0,0,-1
ferocious,4,9,3.6151590850755387e-06,18.07750943495562,1,JJ,0,feroci,feroci,ferocy,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,0,0,0,-1
rogue,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,rogu,rogu,rog,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
grisly,4,6,3.6151590850755387e-06,18.07750943495562,1,RB,0,grisli,grisli,gris,0.00013710368466152527,6.535307246931857e-05,0,0,1,1,0,1,0,0,0,0,-1
treacherous,4,11,3.6151590850755387e-06,18.07750943495562,1,JJ,0,treacher,treacher,treach,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,0,0,0,-1
apologetic,4,10,3.6151590850755387e-06,18.07750943495562,1,JJ,0,apologet,apologet,apologet,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
entertainment,4,13,3.6151590850755387e-06,18.07750943495562,1,NN,0,entertain,entertain,entertain,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,1,1,1
fondness,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,fond,fond,fond,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
grime,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,grime,grime,grim,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
mourning,4,8,3.6151590850755387e-06,18.07750943495562,1,VBG,0,mourn,mourn,mourn,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,1,0,1,0,0,-1
rash,4,4,3.6151590850755387e-06,18.07750943495562,1,NN,0,rash,rash,rash,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
oblivion,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,oblivion,oblivion,obl,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,0,0,-1
medal,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,medal,medal,med,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,1,1,1
elegant,4,7,3.6151590850755387e-06,18.07750943495562,1,NN,0,eleg,eleg,eleg,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
barricade,4,9,3.6151590850755387e-06,18.07750943495562,1,NN,0,barricad,barricad,barricad,0.00013710368466152527,6.535307246931857e-05,0,0,0,1,0,1,0,0,0,0,-1
menace,4,6,3.6151590850755387e-06,18.07750943495562,1,NN,0,menac,menac,menac,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,0,0,-1
havoc,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,havoc,havoc,havoc,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,0,0,0,-1
distress,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,distress,distress,distress,0.00013710368466152527,6.535307246931857e-05,1,0,1,1,0,1,0,1,1,0,-1
wrecked,4,7,3.6151590850755387e-06,18.07750943495562,1,VBD,0,wreck,wreck,wreck,0.00013710368466152527,6.535307246931857e-05,1,0,0,1,0,1,0,1,0,0,-1
stain,4,5,3.6151590850755387e-06,18.07750943495562,1,NN,0,stain,stain,stain,0.00013710368466152527,6.535307246931857e-05,0,0,1,0,0,1,0,0,0,0,-1
unbroken,4,8,3.6151590850755387e-06,18.07750943495562,1,JJ,0,unbroken,unbroken,unbrok,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
ecstatic,4,8,3.6151590850755387e-06,18.07750943495562,1,JJ,0,ecstat,ecstat,ecst,0.00013710368466152527,6.535307246931857e-05,0,1,0,0,1,0,1,0,1,0,1
reassurance,4,11,3.6151590850755387e-06,18.07750943495562,1,NN,0,reassur,reassur,reass,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,0,0,1,0,0,1,1
festive,4,7,3.6151590850755387e-06,18.07750943495562,1,JJ,0,festiv,festiv,fest,0.00013710368466152527,6.535307246931857e-05,0,0,0,0,1,0,1,0,0,0,1
disapproved,4,11,3.6151590850755387e-06,18.07750943495562,1,VBN,0,disapprov,disapprov,disapprov,0.00013710368466152527,6.535307246931857e-05,1,0,0,0,0,1,0,1,0,0,-1
disgrace,4,8,3.6151590850755387e-06,18.07750943495562,1,NN,0,disgrac,disgrac,disgrac,0.00013710368466152527,6.535307246931857e-05,1,0,1,0,0,1,0,1,0,0,-1
amuse,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,amus,amus,amus,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,1,0,1,0,0,0,1
birch,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,birch,birch,birch,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,0,0,0,-1
compliment,3,10,2.711369313806654e-06,18.492546934234465,1,NN,0,compliment,compliment,comply,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,1,0,1,0,1,1,1
parade,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,parad,parad,parad,0.00010282776349614396,5.0140124291612644e-05,0,1,0,1,1,1,1,0,1,0,0
retaliation,3,11,2.711369313806654e-06,18.492546934234465,1,NN,0,retali,retali,reta,0.00010282776349614396,5.0140124291612644e-05,1,0,0,1,0,1,0,0,0,0,-1
astray,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,astray,astray,astray,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,1,0,0,0,0,-1
hypocrite,3,9,2.711369313806654e-06,18.492546934234465,1,NN,0,hypocrit,hypocrit,hypocrit,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,0,0,0,-1
pungent,3,7,2.711369313806654e-06,18.492546934234465,1,NN,0,pungent,pungent,pung,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,0,0,0,-1
disaster,3,8,2.711369313806654e-06,18.492546934234465,1,NN,0,disast,disast,disast,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,1,1,0,-1
overthrow,3,9,2.711369313806654e-06,18.492546934234465,1,NN,0,overthrow,overthrow,overthrow,0.00010282776349614396,5.0140124291612644e-05,0,1,0,1,0,1,0,0,0,0,-1
entangled,3,9,2.711369313806654e-06,18.492546934234465,1,VBN,0,entangl,entangl,entangl,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,1,0,0,-1
inappropriate,3,13,2.711369313806654e-06,18.492546934234465,1,NN,0,inappropri,inappropri,inappropry,0.00010282776349614396,5.0140124291612644e-05,1,0,1,0,0,1,0,1,0,0,-1
efficient,3,9,2.711369313806654e-06,18.492546934234465,1,NN,0,effici,effici,efficy,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,0,0,1,0,0,1,1
completing,3,10,2.711369313806654e-06,18.492546934234465,1,VBG,0,complet,complet,complet,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,1,0,1,0,0,0,1
moral,3,5,2.711369313806654e-06,18.492546934234465,1,JJ,0,moral,moral,mor,0.00010282776349614396,5.0140124291612644e-05,1,0,0,0,0,0,1,0,0,1,1
demon,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,demon,demon,demon,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,1,0,0,-1
exile,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,exil,exil,exil,0.00010282776349614396,5.0140124291612644e-05,1,0,0,1,0,1,0,1,0,0,-1
wildfire,3,8,2.711369313806654e-06,18.492546934234465,1,NN,0,wildfir,wildfir,wildfir,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,1,0,1,1,0,-1
sin,3,3,2.711369313806654e-06,18.492546934234465,1,NN,0,sin,sin,sin,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,1,0,0,-1
matron,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,matron,matron,matron,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
dictionary,3,10,2.711369313806654e-06,18.492546934234465,1,JJ,0,dictionari,dictionari,dict,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
gag,3,3,2.711369313806654e-06,18.492546934234465,1,NN,0,gag,gag,gag,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,0,0,0,-1
stools,3,6,2.711369313806654e-06,18.492546934234465,1,NNS,0,stool,stool,stool,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,0,0,0,-1
halting,3,7,2.711369313806654e-06,18.492546934234465,1,VBG,0,halt,halt,halt,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,1,0,1,0,0,-1
waver,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,waver,waver,wav,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,1,0,0,0,0,-1
dreary,3,6,2.711369313806654e-06,18.492546934234465,1,JJ,0,dreari,dreari,dre,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,1,0,1,0,0,-1
defended,3,8,2.711369313806654e-06,18.492546934234465,1,VBN,0,defend,defend,defend,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
woefully,3,8,2.711369313806654e-06,18.492546934234465,1,RB,0,woefulli,woefulli,woe,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,1,0,0,-1
instructor,3,10,2.711369313806654e-06,18.492546934234465,1,NN,0,instructor,instructor,instruct,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,0,0,1,0,0,1,1
blossom,3,7,2.711369313806654e-06,18.492546934234465,1,NN,0,blossom,blossom,blossom,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,1,0,1,0,0,0,1
newcomer,3,8,2.711369313806654e-06,18.492546934234465,1,NN,0,newcom,newcom,newcom,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,0,0,0,1,0,0
bleak,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,bleak,bleak,bleak,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,1,0,1,0,0,-1
brute,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,brute,brute,brut,0.00010282776349614396,5.0140124291612644e-05,1,0,0,1,0,1,0,1,0,0,-1
unhealthy,3,9,2.711369313806654e-06,18.492546934234465,1,JJ,0,unhealthi,unhealthi,unhealthy,0.00010282776349614396,5.0140124291612644e-05,0,0,1,1,0,1,0,1,0,0,-1
hardened,3,8,2.711369313806654e-06,18.492546934234465,1,VBN,0,harden,harden,hard,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,0,0,0,-1
mistrust,3,8,2.711369313806654e-06,18.492546934234465,1,NN,0,mistrust,mistrust,mistrust,0.00010282776349614396,5.0140124291612644e-05,0,0,1,1,0,1,0,0,0,0,-1
coldness,3,8,2.711369313806654e-06,18.492546934234465,1,NN,0,cold,cold,cold,0.00010282776349614396,5.0140124291612644e-05,1,0,1,1,0,1,0,1,0,0,-1
dismay,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,dismay,dismay,dismay,0.00010282776349614396,5.0140124291612644e-05,1,1,0,1,0,1,0,1,1,0,-1
orphan,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,orphan,orphan,orph,0.00010282776349614396,5.0140124291612644e-05,0,0,0,1,0,1,0,1,0,0,-1
complicate,3,10,2.711369313806654e-06,18.492546934234465,1,NN,0,complic,complic,comply,0.00010282776349614396,5.0140124291612644e-05,1,0,0,0,0,1,0,0,0,0,-1
purely,3,6,2.711369313806654e-06,18.492546934234465,1,RB,0,pure,pure,pur,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
maggot,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,maggot,maggot,maggot,0.00010282776349614396,5.0140124291612644e-05,0,0,1,0,0,1,0,0,0,0,-1
visor,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,visor,visor,vis,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,0,0,0,0,1,0,0
frenzied,3,8,2.711369313806654e-06,18.492546934234465,1,VBN,0,frenzi,frenzi,frenzy,0.00010282776349614396,5.0140124291612644e-05,1,0,0,1,0,1,0,0,0,0,-1
miraculous,3,10,2.711369313806654e-06,18.492546934234465,1,JJ,0,miracul,miracul,mirac,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,1,0,1,0,1,0,1
urgency,3,7,2.711369313806654e-06,18.492546934234465,1,NN,0,urgenc,urgenc,urg,0.00010282776349614396,5.0140124291612644e-05,0,1,0,1,0,0,0,0,1,0,0
throne,3,6,2.711369313806654e-06,18.492546934234465,1,NN,0,throne,throne,throne,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
spectacle,3,9,2.711369313806654e-06,18.492546934234465,1,NN,0,spectacl,spectacl,spectac,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,1,1,0,0,0,0
experiment,3,10,2.711369313806654e-06,18.492546934234465,1,NN,0,experi,experi,expery,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,0,0,0,0,1,0,0
depth,3,5,2.711369313806654e-06,18.492546934234465,1,NN,0,depth,depth,dep,0.00010282776349614396,5.0140124291612644e-05,0,0,0,0,0,0,1,0,0,1,1
hire,3,4,2.711369313806654e-06,18.492546934234465,1,NN,0,hire,hire,hir,0.00010282776349614396,5.0140124291612644e-05,0,1,0,0,1,0,1,0,0,1,1
